,parcelid,aircon,num_bathroom,num_bedroom,quality,num_bathroom_calc,area_total_calc,area_live_finished,fips,num_bath,num_garage,area_garage,heating,latitude,longitude,area_lot,num_pool,pooltypeid7,zoning_landuse_county,zoning_landuse,zoning_property,rawcensustractandblock,region_city,region_county,region_neighbor,region_zip,num_room,num_unit,build_year,tax_building,tax_total,tax_year,tax_land,tax_property,censustractandblock,logerror,transactiondate
1093,13927700,,2.0,3.0,,2.0,1735.0,1735.0,6059,2.0,2.0,451.0,,33778513,-118088119,7810.0,1.0,,122,261,,60591100.07,46314.0,1286,,96218.0,7.0,,1959.0,129103.0,374006.0,2016,244903.0,4600.66,60591100000000.0,0.0013332902,2017-05-21
1094,13930471,,2.0,4.0,,2.0,2129.0,2129.0,6059,2.0,1.0,380.0,,33790653,-117949823,7500.0,,,122,261,,60590883.012012,24832.0,1286,,97047.0,8.0,,1954.0,38806.0,59745.0,2015,20939.0,1066.28,60590883012012.0,0.0585221566,2017-08-21
1095,13930471,,2.0,4.0,,2.0,2129.0,2129.0,6059,2.0,1.0,380.0,,33790653,-117949823,7500.0,,,122,261,,60590883.01,24832.0,1286,,97047.0,8.0,,1954.0,39397.0,60656.0,2016,21259.0,1066.28,60590900000000.0,0.0585221566,2017-08-21
1096,13956469,,2.5,4.0,,2.5,1618.0,1618.0,6059,2.0,2.0,505.0,,33758800,-117937000,1599.0,,,122,261,,60590890.011006005,47568.0,1286,268441.0,97003.0,0.0,,1990.0,207690.0,310727.0,2015,103037.0,3806.74,60590890011006.0,0.013503988500000001,2017-05-26
1097,13956469,,2.5,4.0,,2.5,1618.0,1618.0,6059,2.0,2.0,505.0,,33758800,-117937000,1599.0,,,122,261,,60590890.01,47568.0,1286,268441.0,97003.0,0.0,,1990.0,210857.0,315465.0,2016,104608.0,3806.74,60590900000000.0,0.013503988500000001,2017-05-26
1098,13971273,,2.0,3.0,,2.0,1342.0,1342.0,6059,2.0,2.0,441.0,,33739249,-117948994,6638.0,,,122,261,,60590992.04200699,34780.0,1286,,96990.0,7.0,,1963.0,81822.0,248765.0,2015,166943.0,3260.58,60590992042007.0,-0.0507029595,2017-05-05
1099,13971273,,2.0,3.0,,2.0,1342.0,1342.0,6059,2.0,2.0,441.0,,33739249,-117948994,6638.0,,,122,261,,60590992.04,34780.0,1286,,96990.0,7.0,,1963.0,83069.0,252558.0,2016,169489.0,3260.58,60591000000000.0,-0.0507029595,2017-05-05
1100,13976032,,2.5,5.0,,2.5,2334.0,2334.0,6059,2.0,2.0,486.0,,33708857,-118017611,7000.0,,,122,261,,60590994.041013,25218.0,1286,,96965.0,9.0,,1967.0,75390.0,104564.0,2015,29174.0,1487.0,60590994041013.0,0.032056811500000004,2017-03-24
1101,13976032,,2.5,5.0,,2.5,2334.0,2334.0,6059,2.0,2.0,486.0,,33708857,-118017611,7000.0,,,122,261,,60590994.04,25218.0,1286,,96965.0,9.0,,1967.0,76539.0,106158.0,2016,29619.0,1487.0,60591000000000.0,0.032056811500000004,2017-03-24
1102,13980447,,2.0,3.0,,2.0,1949.0,1949.0,6059,2.0,1.0,388.0,,33625369,-117897913,8250.0,1.0,1.0,122,261,,60590630.10303199,53571.0,1286,,96978.0,7.0,,1959.0,69631.0,123150.0,2015,53519.0,1586.0,60590630103032.0,0.0373,2016-07-07
1103,13980447,,2.0,3.0,,2.0,1949.0,1949.0,6059,2.0,1.0,388.0,,33625369,-117897913,8250.0,1.0,1.0,122,261,,60590630.1,53571.0,1286,,96978.0,7.0,,1959.0,70692.0,125028.0,2016,54336.0,1586.0,60590600000000.0,0.0373,2016-07-07
1104,13983750,,1.5,2.0,,1.5,1213.0,1213.0,6059,1.0,,,,33462918,-117658144,4592.0,,,122,261,,60590422.054019,,1286,,96956.0,5.0,,1956.0,46746.0,425213.0,2015,378467.0,5451.26,60590422054019.0,0.0870990685,2017-01-17
1105,13983750,,1.5,2.0,,1.5,1213.0,1213.0,6059,1.0,,,,33462918,-117658144,4592.0,,,122,261,,60590422.05,,1286,,96956.0,5.0,,1956.0,47458.0,431697.0,2016,384239.0,5451.26,60590400000000.0,0.0870990685,2017-01-17
1106,13990935,,2.0,3.0,,2.0,1342.0,1342.0,6059,2.0,2.0,420.0,,33811400,-117969074,7200.0,1.0,1.0,122,261,,60590878.063,16764.0,1286,118872.0,97023.0,6.0,,1956.0,76706.0,354427.0,2015,277721.0,4226.94,60590878063000.0,-0.0109350652,2017-08-04
1107,13990935,,2.0,3.0,,2.0,1342.0,1342.0,6059,2.0,2.0,420.0,,33811400,-117969074,7200.0,1.0,1.0,122,261,,60590878.06,16764.0,1286,118872.0,97023.0,6.0,,1956.0,77875.0,359832.0,2016,281957.0,4226.94,60590900000000.0,-0.0109350652,2017-08-04
1108,13992486,,2.0,3.0,,2.0,1524.0,1524.0,6059,2.0,2.0,465.0,,33830928,-117953872,5333.0,,,122,261,,60590871.032004006,16764.0,1286,275496.0,97023.0,6.0,,1968.0,88353.0,224840.0,2015,136487.0,2821.38,60590871032004.0,-0.1875,2016-05-04
1109,13992486,,2.0,3.0,,2.0,1524.0,1524.0,6059,2.0,2.0,465.0,,33830928,-117953872,5333.0,,,122,261,,60590871.03,16764.0,1286,275496.0,97023.0,6.0,,1968.0,89700.0,228268.0,2016,138568.0,2821.38,60590900000000.0,-0.1875,2016-05-04
1110,13993560,,2.0,3.0,,2.0,1245.0,1245.0,6059,2.0,2.0,470.0,,33825556,-117954139,6100.0,1.0,1.0,122,261,,60590871.031015,16764.0,1286,275496.0,97023.0,6.0,,1956.0,46789.0,68187.0,2015,21398.0,1119.18,60590871031015.0,-0.0274,2016-07-15
1111,13993560,,2.0,3.0,,2.0,1245.0,1245.0,6059,2.0,2.0,470.0,,33825556,-117954139,6100.0,1.0,1.0,122,261,,60590871.03,16764.0,1286,275496.0,97023.0,6.0,,1956.0,47502.0,69226.0,2016,21724.0,1119.18,60590900000000.0,-0.0274,2016-07-15
1112,13996803,,2.0,3.0,,2.0,1298.0,1298.0,6059,2.0,2.0,439.0,,33811661,-117934063,7320.0,1.0,1.0,122,261,,60590876.01300301,16764.0,1286,275496.0,97021.0,6.0,,1956.0,77992.0,496858.0,2015,418866.0,5991.58,60590876013003.0,-0.0419,2016-09-06
1113,13996803,,2.0,3.0,,2.0,1298.0,1298.0,6059,2.0,2.0,439.0,,33811661,-117934063,7320.0,1.0,1.0,122,261,,60590876.01,16764.0,1286,275496.0,97021.0,6.0,,1956.0,79181.0,504435.0,2016,425254.0,5991.58,60590900000000.0,-0.0419,2016-09-06
1114,14006868,,1.5,3.0,,1.5,1394.0,1394.0,6059,1.0,1.0,388.0,,33797164,-117983259,7700.0,,,122,261,,60590880.013,24832.0,1286,,97048.0,6.0,,1956.0,84511.0,185141.0,2015,100630.0,2544.54,60590880013000.0,0.0129,2016-02-16
1115,14006868,,1.5,3.0,,1.5,1394.0,1394.0,6059,1.0,1.0,388.0,,33797164,-117983259,7700.0,,,122,261,,60590880.01,24832.0,1286,,97048.0,6.0,,1956.0,85799.0,187964.0,2016,102165.0,2544.54,60590900000000.0,0.0129,2016-02-16
1116,14009444,,3.0,6.0,,3.0,2462.0,2462.0,6059,3.0,2.0,440.0,,33779080,-117973770,7260.0,,,122,261,,60590881.07101,24832.0,1286,,97048.0,5.0,,1951.0,82067.0,325977.0,2015,243910.0,4192.52,60590881071010.0,0.17400000000000002,2016-04-13
1117,14009444,,3.0,6.0,,3.0,2462.0,2462.0,6059,3.0,2.0,440.0,,33779080,-117973770,7260.0,,,122,261,,60590881.07,24832.0,1286,,97048.0,5.0,,1951.0,83318.0,330948.0,2016,247630.0,4192.52,60590900000000.0,0.17400000000000002,2016-04-13
1118,14016335,13.0,2.0,4.0,,2.0,1216.0,1216.0,6059,2.0,1.0,0.0,,33843686,-118006677,898.0,,,122,261,,60591103.031,10608.0,1286,,96180.0,7.0,,1964.0,74397.0,191196.0,2015,116799.0,2406.9,60591103031000.0,0.20282617490000002,2017-03-30
1119,14016335,13.0,2.0,4.0,,2.0,1216.0,1216.0,6059,2.0,1.0,0.0,,33843686,-118006677,898.0,,,122,261,,60591103.03,10608.0,1286,,96180.0,7.0,,1964.0,75531.0,194111.0,2016,118580.0,2406.9,60591100000000.0,0.20282617490000002,2017-03-30
1120,14030172,,2.5,4.0,,2.5,2778.0,2778.0,6059,2.0,2.0,590.0,,33736876,-117957534,6768.0,1.0,1.0,122,261,,60590992.232014,34780.0,1286,,96990.0,8.0,,1967.0,155953.0,614766.0,2015,458813.0,7347.5,60590992232014.0,0.0816,2016-01-14
1121,14030172,,2.5,4.0,,2.5,2778.0,2778.0,6059,2.0,2.0,590.0,,33736876,-117957534,6768.0,1.0,1.0,122,261,,60590992.23,34780.0,1286,,96990.0,8.0,,1967.0,158331.0,624141.0,2016,465810.0,7347.5,60591000000000.0,0.0816,2016-01-14
1122,14034873,,2.0,3.0,,2.0,1710.0,1710.0,6059,2.0,2.0,422.0,,33725789,-117923497,7800.0,,,122,261,,60590992.274008,8384.0,1286,,97008.0,7.0,,1964.0,48897.0,70376.0,2015,21479.0,1041.46,60590992274008.0,0.0149,2016-08-04
1123,14034873,,2.0,3.0,,2.0,1710.0,1710.0,6059,2.0,2.0,422.0,,33725789,-117923497,7800.0,,,122,261,,60590992.27,8384.0,1286,,97008.0,7.0,,1964.0,49642.0,71449.0,2016,21807.0,1041.46,60591000000000.0,0.0149,2016-08-04
1124,14047951,,2.0,3.0,,2.0,1642.0,1642.0,6059,2.0,2.0,441.0,,33668639,-117965543,6000.0,1.0,1.0,122,261,,60590992.371005006,25218.0,1286,,96964.0,6.0,,1967.0,61337.0,91335.0,2015,29998.0,1278.56,60590992371005.0,-0.025208001100000002,2017-07-13
1125,14047951,,2.0,3.0,,2.0,1642.0,1642.0,6059,2.0,2.0,441.0,,33668639,-117965543,6000.0,1.0,1.0,122,261,,60590992.37,25218.0,1286,,96964.0,6.0,,1967.0,62272.0,92727.0,2016,30455.0,1278.56,60591000000000.0,-0.025208001100000002,2017-07-13
1126,14054221,,3.0,6.0,,3.0,1848.0,1848.0,6059,3.0,2.0,462.0,,33686001,-117965887,6323.0,,,122,261,,60590992.141002,25218.0,1286,,96964.0,8.0,,1963.0,80561.0,668352.0,2015,587791.0,8258.38,60590992141002.0,0.0012119427,2017-04-03
1127,14054221,,3.0,6.0,,3.0,1848.0,1848.0,6059,3.0,2.0,462.0,,33686001,-117965887,6323.0,,,122,261,,60590992.14,25218.0,1286,,96964.0,8.0,,1963.0,80561.0,736000.0,2016,655439.0,8258.38,60591000000000.0,0.0012119427,2017-04-03
1128,14065493,,2.5,4.0,,2.5,2451.0,2451.0,6059,2.0,2.0,612.0,,33698273,-118017754,8000.0,1.0,1.0,122,261,,60590994.154002,25218.0,1286,,96966.0,8.0,,1980.0,194823.0,353580.0,2015,158757.0,4175.76,60590994154002.0,-0.22310000000000002,2016-07-12
1129,14065493,,2.5,4.0,,2.5,2451.0,2451.0,6059,2.0,2.0,612.0,,33698273,-118017754,8000.0,1.0,1.0,122,261,,60590994.15,25218.0,1286,,96966.0,8.0,,1980.0,197794.0,358972.0,2016,161178.0,4175.76,60591000000000.0,-0.22310000000000002,2016-07-12
1130,14065654,,2.5,3.0,,2.5,1641.0,1641.0,6059,2.0,1.0,361.0,,33690056,-117993700,1283.0,,,122,261,,60590994.133007,25218.0,1286,,96966.0,6.0,,1979.0,144717.0,354001.0,2015,209284.0,4256.58,60590994133007.0,0.011529172800000001,2017-05-19
1131,14065654,,2.5,3.0,,2.5,1641.0,1641.0,6059,2.0,1.0,361.0,,33690056,-117993700,1283.0,,,122,261,,60590994.13,25218.0,1286,,96966.0,6.0,,1979.0,146923.0,359399.0,2016,212476.0,4256.58,60591000000000.0,0.011529172800000001,2017-05-19
1132,14067796,5.0,2.0,3.0,,2.0,1594.0,1594.0,6059,2.0,2.0,451.0,6.0,33707319,-118025758,6048.0,,,122,261,,60590994.155004,25218.0,1286,,96967.0,7.0,,1964.0,84710.0,359004.0,2015,274294.0,4188.92,60590994155004.0,0.0188,2016-08-12
1133,14067796,5.0,2.0,3.0,,2.0,1594.0,1594.0,6059,2.0,2.0,451.0,6.0,33707319,-118025758,6048.0,,,122,261,,60590994.16,25218.0,1286,,96967.0,7.0,,1964.0,86001.0,364478.0,2016,278477.0,4188.92,60591000000000.0,0.0188,2016-08-12
1134,14069730,5.0,2.0,3.0,,2.0,1320.0,1320.0,6059,2.0,2.0,651.0,6.0,33708866,-118012268,6640.0,,,122,261,,60590994.122007,25218.0,1286,,96965.0,6.0,,1970.0,96036.0,330354.0,2015,234318.0,3876.2,60590994122007.0,-0.08560000000000001,2016-03-21
1135,14069730,5.0,2.0,3.0,,2.0,1320.0,1320.0,6059,2.0,2.0,651.0,6.0,33708866,-118012268,6640.0,,,122,261,,60590994.12,25218.0,1286,,96965.0,6.0,,1970.0,97500.0,335391.0,2016,237891.0,3876.2,60591000000000.0,-0.08560000000000001,2016-03-21
1136,14072216,,3.0,4.0,,3.0,2130.0,2130.0,6059,3.0,2.0,560.0,,33712330,-117958807,7215.0,1.0,1.0,122,261,,60590992.501004,8384.0,1286,,97008.0,8.0,,1966.0,152883.0,728607.0,2015,575724.0,8187.38,60590992501004.0,-0.024300000000000002,2016-07-21
1137,14072216,,3.0,4.0,,3.0,2130.0,2130.0,6059,3.0,2.0,560.0,,33712330,-117958807,7215.0,1.0,1.0,122,261,,60590992.5,8384.0,1286,,97008.0,8.0,,1966.0,155214.0,739718.0,2016,584504.0,8187.38,60591000000000.0,-0.024300000000000002,2016-07-21
1138,14074460,,2.5,3.0,,2.5,1346.0,1346.0,6059,2.0,2.0,420.0,,33706058,-117982545,6000.0,,,122,261,,60590992.123003006,25218.0,1286,,96965.0,5.0,,1963.0,85102.0,204624.0,2015,119522.0,2503.88,60590992123003.0,-0.004103949,2017-03-17
1139,14074460,,2.5,3.0,,2.5,1346.0,1346.0,6059,2.0,2.0,420.0,,33706058,-117982545,6000.0,,,122,261,,60590992.12,25218.0,1286,,96965.0,5.0,,1963.0,86399.0,207744.0,2016,121345.0,2503.88,60591000000000.0,-0.004103949,2017-03-17
1140,14077629,,2.0,3.0,,2.0,1678.0,1678.0,6059,2.0,2.0,460.0,,33720416,-118061564,6000.0,,,122,261,,60590995.143011,25218.0,1286,,96967.0,7.0,,1968.0,143419.0,599580.0,2015,456161.0,6814.78,60590995143011.0,-0.2033,2016-03-28
1141,14077629,,2.0,3.0,,2.0,1678.0,1678.0,6059,2.0,2.0,460.0,,33720416,-118061564,6000.0,,,122,261,,60590995.14,25218.0,1286,,96967.0,7.0,,1968.0,145606.0,608723.0,2016,463117.0,6814.78,60591000000000.0,-0.2033,2016-03-28
1142,14084562,,2.0,3.0,,2.0,1325.0,1325.0,6059,2.0,2.0,441.0,,33748460,-118007561,7350.0,1.0,1.0,122,261,,60590996.012018,34780.0,1286,,96990.0,7.0,,1956.0,77250.0,380375.0,2015,303125.0,5332.94,60590996012018.0,-0.033600000000000005,2016-10-07
1143,14084562,,2.0,3.0,,2.0,1325.0,1325.0,6059,2.0,2.0,441.0,,33748460,-118007561,7350.0,1.0,1.0,122,261,,60590996.01,34780.0,1286,,96990.0,7.0,,1956.0,74473.0,434209.0,2016,359736.0,5332.94,60591000000000.0,-0.033600000000000005,2016-10-07
1144,14088528,,2.0,3.0,,2.0,1870.0,1870.0,6059,2.0,2.0,438.0,,33747351,-118100747,5400.0,,,122,261,,60590995.041013,54352.0,1286,,96225.0,8.0,,1958.0,44755.0,80473.0,2015,35718.0,1432.82,60590995041013.0,-0.014100000000000001,2016-10-04
1145,14088528,,2.0,3.0,,2.0,1870.0,1870.0,6059,2.0,2.0,438.0,,33747351,-118100747,5400.0,,,122,261,,60590995.04,54352.0,1286,,96225.0,8.0,,1958.0,45437.0,81700.0,2016,36263.0,1432.82,60591000000000.0,-0.014100000000000001,2016-10-04
1146,14093765,,3.0,4.0,,3.0,1344.0,1344.0,6059,3.0,2.0,400.0,,33785652,-117976542,7285.0,1.0,1.0,122,261,,60590881.051006,24832.0,1286,,97048.0,7.0,,1955.0,37067.0,59896.0,2015,22829.0,1006.72,60590881051006.0,0.0315285338,2017-08-18
1147,14093765,,3.0,4.0,,3.0,1344.0,1344.0,6059,3.0,2.0,400.0,,33785652,-117976542,7285.0,1.0,1.0,122,261,,60590881.05,24832.0,1286,,97048.0,7.0,,1955.0,37632.0,60809.0,2016,23177.0,1006.72,60590900000000.0,0.0315285338,2017-08-18
1148,14095292,,2.0,3.0,,2.0,1986.0,1986.0,6059,2.0,2.0,440.0,,33777276,-118043537,5304.0,,,122,261,,60591100.123005,54352.0,1286,,96225.0,6.0,,1967.0,141487.0,342997.0,2015,201510.0,4235.36,60591100123005.0,-0.051300000000000005,2016-10-05
1149,14095292,,2.0,3.0,,2.0,1986.0,1986.0,6059,2.0,2.0,440.0,,33777276,-118043537,5304.0,,,122,261,,60591100.12,54352.0,1286,,96225.0,6.0,,1967.0,143644.0,348227.0,2016,204583.0,4235.36,60591100000000.0,-0.051300000000000005,2016-10-05
1150,14096829,,2.0,3.0,,2.0,1307.0,1307.0,6059,2.0,2.0,472.0,,33783088,-118036720,6039.0,,,122,261,,60591100.051016,24832.0,1286,,97052.0,6.0,,1964.0,86875.0,192528.0,2015,105653.0,2872.56,60591100051016.0,0.0315,2016-04-08
1151,14096829,,2.0,3.0,,2.0,1307.0,1307.0,6059,2.0,2.0,472.0,,33783088,-118036720,6039.0,,,122,261,,60591100.05,24832.0,1286,,97052.0,6.0,,1964.0,88199.0,195464.0,2016,107265.0,2872.56,60591100000000.0,0.0315,2016-04-08
1152,14099075,,3.0,5.0,,3.0,2250.0,2250.0,6059,3.0,2.0,471.0,,33792894,-118024000,5150.0,1.0,1.0,122,261,,60591100.101002,44833.0,1286,,96185.0,9.0,,1971.0,157149.0,430723.0,2015,273574.0,4980.9,60591100101002.0,-0.004,2016-08-31
1153,14099075,,3.0,5.0,,3.0,2250.0,2250.0,6059,3.0,2.0,471.0,,33792894,-118024000,5150.0,1.0,1.0,122,261,,60591100.1,44833.0,1286,,96185.0,9.0,,1971.0,159545.0,437291.0,2016,277746.0,4980.9,60591100000000.0,-0.004,2016-08-31
1154,14100381,,2.5,3.0,,2.5,1799.0,1799.0,6059,2.0,2.0,420.0,,33797769,-118010492,2394.0,,,122,261,,60591100.111008,24832.0,1286,,96185.0,6.0,,1976.0,146376.0,230596.0,2015,84220.0,2867.62,60591100111008.0,0.0983454312,2017-08-14
1155,14100381,,2.5,3.0,,2.5,1799.0,1799.0,6059,2.0,2.0,420.0,,33797769,-118010492,2394.0,,,122,261,,60591100.11,24832.0,1286,,96185.0,6.0,,1976.0,148608.0,234112.0,2016,85504.0,2867.62,60591100000000.0,0.0983454312,2017-08-14
1156,14114647,,2.0,3.0,,2.0,1384.0,1384.0,6059,2.0,2.0,441.0,,33822814,-117932688,8250.0,,,122,261,,60590871.052002005,16764.0,1286,275496.0,97021.0,6.0,,1956.0,66537.0,332342.0,2015,265805.0,4043.28,60590871052002.0,0.0118555334,2017-06-27
1157,14114647,,2.0,3.0,,2.0,1384.0,1384.0,6059,2.0,2.0,441.0,,33822814,-117932688,8250.0,,,122,261,,60590871.05,16764.0,1286,275496.0,97021.0,6.0,,1956.0,67551.0,337410.0,2016,269859.0,4043.28,60590900000000.0,0.0118555334,2017-06-27
1158,14117754,,2.5,3.0,,2.5,2644.0,2644.0,6059,2.0,2.0,420.0,,33828895,-117877246,8200.0,1.0,1.0,122,261,,60590863.05300601,16764.0,1286,275470.0,97025.0,9.0,,1963.0,72197.0,95943.0,2015,23746.0,1356.32,60590863053006.0,0.0019981507,2017-08-03
1159,14117754,,2.5,3.0,,2.5,2644.0,2644.0,6059,2.0,2.0,420.0,,33828895,-117877246,8200.0,1.0,1.0,122,261,,60590863.05,16764.0,1286,275470.0,97025.0,9.0,,1963.0,73298.0,97406.0,2016,24108.0,1356.32,60590900000000.0,0.0019981507,2017-08-03
1160,14119894,,2.5,4.0,,2.5,2078.0,2078.0,6059,2.0,2.0,456.0,,33843372,-118056423,6047.0,,,122,261,,60591101.11100301,44833.0,1286,,96185.0,8.0,,1977.0,98105.0,188714.0,2015,90609.0,2373.52,60591101111003.0,0.046900000000000004,2016-01-20
1161,14119894,,2.5,4.0,,2.5,2078.0,2078.0,6059,2.0,2.0,456.0,,33843372,-118056423,6047.0,,,122,261,,60591101.11,44833.0,1286,,96185.0,8.0,,1977.0,99601.0,191591.0,2016,91990.0,2373.52,60591100000000.0,0.046900000000000004,2016-01-20
1162,14130404,,2.0,2.0,,2.0,1461.0,1461.0,6059,2.0,2.0,493.0,,33849511,-117949585,3968.0,,,122,261,,60590867.013004005,16764.0,1286,274800.0,97020.0,5.0,,1977.0,130656.0,343944.0,2015,213288.0,4175.14,60590867013004.0,0.007105564000000001,2017-04-14
1163,14130404,,2.0,2.0,,2.0,1461.0,1461.0,6059,2.0,2.0,493.0,,33849511,-117949585,3968.0,,,122,261,,60590867.01,16764.0,1286,274800.0,97020.0,5.0,,1977.0,132648.0,349189.0,2016,216541.0,4175.14,60590900000000.0,0.007105564000000001,2017-04-14
1164,14134117,13.0,2.0,3.0,,2.0,2136.0,2136.0,6059,2.0,2.0,578.0,,33893237,-117969270,9300.0,,,122,261,,60591106.055,24812.0,1286,,97041.0,7.0,,1977.0,115581.0,169398.0,2015,53817.0,7408.06,60591106055000.0,-0.010059813800000001,2017-03-29
1165,14134117,13.0,2.0,3.0,,2.0,2136.0,2136.0,6059,2.0,2.0,578.0,,33893237,-117969270,9300.0,,,122,261,,60591106.06,24812.0,1286,,97041.0,7.0,,1977.0,159875.0,658897.0,2016,499022.0,7408.06,60591100000000.0,-0.010059813800000001,2017-03-29
1166,14138009,13.0,2.0,4.0,,2.0,1840.0,1840.0,6059,2.0,2.0,435.0,,33904078,-117889792,4913.0,,,122,261,,60590015.054,24812.0,1286,,97043.0,8.0,,1973.0,115815.0,214321.0,2015,98506.0,2703.38,60590015054000.0,0.1149948496,2017-05-31
1167,14138009,13.0,2.0,4.0,,2.0,1840.0,1840.0,6059,2.0,2.0,435.0,,33904078,-117889792,4913.0,,,122,261,,60590015.05,24812.0,1286,,97043.0,8.0,,1973.0,117581.0,217589.0,2016,100008.0,2703.38,60590000000000.0,0.1149948496,2017-05-31
1168,14142600,,2.0,4.0,,2.0,1871.0,1871.0,6059,2.0,2.0,543.0,,33894552,-117963377,8580.0,1.0,,122,261,,60590017.043005005,24812.0,1286,,97041.0,8.0,,1964.0,158156.0,348410.0,2015,190254.0,4178.06,60590017043005.0,-0.014100000000000001,2016-07-25
1169,14142600,,2.0,4.0,,2.0,1871.0,1871.0,6059,2.0,2.0,543.0,,33894552,-117963377,8580.0,1.0,,122,261,,60590017.04,24812.0,1286,,97041.0,8.0,,1964.0,160567.0,353723.0,2016,193156.0,4178.06,60590000000000.0,-0.014100000000000001,2016-07-25
1170,14142723,,3.0,4.0,,3.0,2316.0,2316.0,6059,3.0,2.0,479.0,,33890780,-117963082,8424.0,,,122,261,,60590017.043013,24812.0,1286,,97041.0,9.0,,1989.0,237458.0,441198.0,2015,203740.0,5122.7,60590017043013.0,-0.003,2016-05-10
1171,14142723,,3.0,4.0,,3.0,2316.0,2316.0,6059,3.0,2.0,479.0,,33890780,-117963082,8424.0,,,122,261,,60590017.04,24812.0,1286,,97041.0,9.0,,1989.0,241079.0,447926.0,2016,206847.0,5122.7,60590000000000.0,-0.003,2016-05-10
1172,14145754,,4.5,5.0,,4.5,4529.0,4529.0,6059,4.0,2.0,630.0,,33912832,-117936194,18645.0,1.0,1.0,122,261,,60590017.053,24812.0,1286,,97043.0,0.0,,1986.0,621408.0,876386.0,2015,254978.0,9908.8,60590017053000.0,0.051983294000000006,2017-02-09
1173,14145754,,4.5,5.0,,4.5,4529.0,4529.0,6059,4.0,2.0,630.0,,33912832,-117936194,18645.0,1.0,1.0,122,261,,60590017.05,24812.0,1286,,97043.0,0.0,,1986.0,630884.0,889750.0,2016,258866.0,9908.8,60590000000000.0,0.051983294000000006,2017-02-09
1174,14153861,,2.0,4.0,,2.0,1801.0,1801.0,6059,2.0,2.0,429.0,,33935634,-117899878,9548.0,1.0,,122,261,,60590015.061013,17150.0,1286,,97035.0,8.0,,1965.0,141328.0,243543.0,2015,102215.0,2989.32,60590015061013.0,0.023925768700000002,2017-05-08
1175,14153861,,2.0,4.0,,2.0,1801.0,1801.0,6059,2.0,2.0,429.0,,33935634,-117899878,9548.0,1.0,,122,261,,60590015.06,17150.0,1286,,97035.0,8.0,,1965.0,143483.0,247257.0,2016,103774.0,2989.32,60590000000000.0,0.023925768700000002,2017-05-08
1176,14154973,1.0,3.0,5.0,,3.0,2496.0,2496.0,6059,3.0,2.0,624.0,6.0,33937597,-117906447,6464.0,1.0,1.0,122,261,,60590015.01201701,17150.0,1286,,97035.0,9.0,,1977.0,185303.0,526583.0,2015,341280.0,6246.72,60590015012017.0,-0.029400000000000003,2016-07-21
1177,14154973,1.0,3.0,5.0,,3.0,2496.0,2496.0,6059,3.0,2.0,624.0,6.0,33937597,-117906447,6464.0,1.0,1.0,122,261,,60590015.01,17150.0,1286,,97035.0,9.0,,1977.0,188128.0,534613.0,2016,346485.0,6246.72,60590000000000.0,-0.029400000000000003,2016-07-21
1178,14163873,,3.0,5.0,,3.0,2274.0,2274.0,6059,3.0,2.0,441.0,,33900145,-117827265,7236.0,1.0,1.0,122,261,,60590218.222034,21412.0,1286,,97078.0,9.0,,1965.0,123468.0,357385.0,2015,233917.0,4369.06,60590218222034.0,0.0129,2016-10-03
1179,14163873,,3.0,5.0,,3.0,2274.0,2274.0,6059,3.0,2.0,441.0,,33900145,-117827265,7236.0,1.0,1.0,122,261,,60590218.22,21412.0,1286,,97078.0,9.0,,1965.0,125350.0,362835.0,2016,237485.0,4369.06,60590200000000.0,0.0129,2016-10-03
1180,14171988,,3.0,5.0,,3.0,1864.0,1864.0,6059,3.0,2.0,400.0,,33889605,-117850258,7700.0,,,122,261,,60590117.181024,26531.0,1286,,97068.0,7.0,,1963.0,96854.0,444364.0,2015,347510.0,5250.06,60590117181024.0,0.2521353067,2017-04-25
1181,14171988,,3.0,5.0,,3.0,1864.0,1864.0,6059,3.0,2.0,400.0,,33889605,-117850258,7700.0,,,122,261,,60590117.18,26531.0,1286,,97068.0,7.0,,1963.0,98331.0,451140.0,2016,352809.0,5250.06,60590100000000.0,0.2521353067,2017-04-25
1182,14172203,,1.5,2.0,,1.5,928.0,928.0,6059,1.0,2.0,441.0,,33904130,-117853043,1294.0,,,122,261,,60590117.171019,26531.0,1286,,97068.0,5.0,,1971.0,57849.0,338000.0,2015,280151.0,4584.88,60590117171019.0,-0.003,2016-06-09
1183,14172203,,1.5,2.0,,1.5,928.0,928.0,6059,1.0,2.0,441.0,,33904130,-117853043,1294.0,,,122,261,,60590117.17,26531.0,1286,,97068.0,5.0,,1971.0,57849.0,364000.0,2016,306151.0,4584.88,60590100000000.0,-0.003,2016-06-09
1184,14175418,,2.5,4.0,,2.5,2762.0,2762.0,6059,2.0,2.0,656.0,,33904270,-117872776,6900.0,,,122,261,,60590117.071045,24812.0,1286,,97043.0,0.0,,1993.0,305156.0,484927.0,2015,179771.0,5622.26,60590117071045.0,-0.025068962,2017-04-26
1185,14175418,,2.5,4.0,,2.5,2762.0,2762.0,6059,2.0,2.0,656.0,,33904270,-117872776,6900.0,,,122,261,,60590117.07,24812.0,1286,,97043.0,0.0,,1993.0,309809.0,492322.0,2016,182513.0,5622.26,60590100000000.0,-0.025068962,2017-04-26
